regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Sudeste;ES;2020-03-06;1;1;0;0
Sudeste;ES;2020-03-07;0;1;0;0
Sudeste;ES;2020-03-08;0;1;0;0
Sudeste;ES;2020-03-09;0;1;0;0
Sudeste;ES;2020-03-10;0;1;0;0
Sudeste;ES;2020-03-11;0;1;0;0
Sudeste;ES;2020-03-12;0;1;0;0
Sudeste;ES;2020-03-13;0;1;0;0
Sudeste;ES;2020-03-14;0;1;0;0
Sudeste;ES;2020-03-15;0;1;0;0
Sudeste;ES;2020-03-16;0;1;0;0
Sudeste;ES;2020-03-17;0;1;0;0
Sudeste;ES;2020-03-18;8;9;0;0
Sudeste;ES;2020-03-19;2;11;0;0
Sudeste;ES;2020-03-20;2;13;0;0
Sudeste;ES;2020-03-21;13;26;0;0
Sudeste;ES;2020-03-22;0;26;0;0
Sudeste;ES;2020-03-23;3;29;0;0
Sudeste;ES;2020-03-24;4;33;0;0
Sudeste;ES;2020-03-25;6;39;0;0
Sudeste;ES;2020-03-26;0;39;0;0
Sudeste;ES;2020-03-27;8;47;0;0
Sudeste;ES;2020-03-28;6;53;0;0
Sudeste;ES;2020-03-29;7;60;0;0
Sudeste;ES;2020-03-30;12;72;0;0
Sudeste;ES;2020-03-31;12;84;0;0
Sudeste;ES;2020-04-01;12;96;0;0
Sudeste;ES;2020-04-02;24;120;1;1
Sudeste;ES;2020-04-03;19;139;3;4
Sudeste;ES;2020-04-04;14;153;1;5
Sudeste;ES;2020-04-05;13;166;1;6
Sudeste;ES;2020-04-06;28;194;0;6
Sudeste;ES;2020-04-07;15;209;0;6
Sudeste;ES;2020-04-08;18;227;0;6
Sudeste;ES;2020-04-09;46;273;0;6
Sudeste;ES;2020-04-10;27;300;1;7
Sudeste;ES;2020-04-11;49;349;2;9
Sudeste;ES;2020-04-12;34;383;0;9
Sudeste;ES;2020-04-13;47;430;5;14
Sudeste;ES;2020-04-14;33;463;3;17
Sudeste;ES;2020-04-15;94;557;1;18
Sudeste;ES;2020-04-16;197;754;4;22
Sudeste;ES;2020-04-17;102;856;3;25
